name,elevation,latitude,longitude
Bintimani,1945,9.22500000,-11.11666667
Bumbag Hayrhan Uul,3470,47.28750000,93.03083333
Uyluk Tepe,3016,36.54333333,29.57083333
Phu Soai Dao,2120,17.73083333,101.00750000
Bewani Mtns. HP,1980,-3.29416667,141.72333333
Mt. Nirvana,2773,61.87472222,-127.68027778
Tsiafajavona,2643,-19.34916667,47.24333333
P. 2868,2868,-5.07916667,-78.70083333
Bhalu Lek,5425,28.99083333,82.39916667
Mt. Thomlinson,2451,55.54388889,-127.48638889
Mt. Busa,2030,6.10916667,124.68583333
Gunung Niut,1701,1.00250000,109.93333333
Ili Boleng,1661,-8.34583333,123.25666667
Kanjut Sar I,7760,36.20500000,75.41833333
Selik Gulam Muztag,6691,36.21666667,82.03583333
Cerro el Condor,6414,-26.63166667,-68.36166667
P. 6300,6300,33.23083333,79.18333333
Cumbre Salto del Fraile,4480,-16.74166667,-66.88833333
Picacho San Onofre,3550,23.80083333,-99.84666667
Cerro Sacamecate,2830,16.58166667,-95.80333333
Laikot,2832,25.35666667,93.89916667
Cerro Torra,2820,4.78250000,-76.49500000
Mt. Bel,1658,-5.61500000,147.96583333
Cordillera de los Cobardes,3420,6.46250000,-73.44416667
Chimata Tepuy,2675,5.37000000,-62.07916667
Mt. Lester Jones,2408,58.71666667,-133.23000000
Hardersbjerg (Gauss Halvo),1679,73.43333333,-22.83333333
Changla,6721,30.13750000,82.19583333
Mt. Elizabeth,4480,-83.90000000,168.38333333
Jeanette Peak,3089,52.63555556,-118.61666667
Kuh-e Mirza ØArab,2887,33.22000000,60.24750000
Snowshoe Peak,2663,48.22305556,-115.68916667
P. 3030,3030,32.35666667,104.84583333
P. 6079,6079,29.29583333,101.90833333
Cerro el Centinela,3130,25.13666667,-103.23000000
Sangpang Bum,2692,26.49083333,95.84583333
Kula Kangri,7538,28.22750000,90.61666667
Kuh-e Alvand,3570,34.66416667,48.48666667
Cerro Paniri,5960,-22.05916667,-68.22833333
Sharktooth Mtn.,2668,58.58750000,-127.96222222
Cerro Guagua Pichincha,4794,-0.17750000,-78.59916667
Pt. 1951m,1951,-5.81250000,149.83833333
Dedegol Tepesi,2980,37.66833333,31.30500000
Bulu Torompupu,2463,-1.42583333,119.85666667
North Schell Peak,3622,39.41305556,-114.59972222
Mt. Porsild,2540,60.08388889,-136.00972222
Ukpik Peak,1809,70.69416667,-71.34166667
Hayford Peak,3021,36.65777778,-115.20083333
P. 5716,5716,42.35166667,80.62750000
Miao/er Shan,2140,25.86666667,110.41250000
Mt. Foresta,3368,60.19138889,-139.43500000
Phou Khe,2079,19.32416667,101.24166667
Nevados Hunadoy,6360,-9.02861111,-77.66555556
Star Peak,2998,40.52250000,-118.17083333
Col Nudo,2472,46.22750000,12.40277778
Upper Saddle Mtn.,2330,50.17250000,-117.90000000
Cerro Barros Arana,2286,-43.88833333,-72.18500000
Gunung Bandahara,3012,3.74916667,97.78166667
Ili Labalekang,1644,-8.54500000,123.38416667
Pointe Percée,2753,45.95555556,6.55611111
Gunung Inerie,2245,-8.87833333,120.95416667
Baranof Is. HP,1643,57.01472222,-134.98861111
Diamond Peak,3718,44.14138889,-113.08277778
Adrar Bou Nasser,3340,33.56833333,-3.88583333
Tianzhu Shan,1760,31.06166667,116.18750000
Flat Top Mtn.,3237,40.37250000,-112.18888889
Airibaba,3138,37.78750000,66.55666667
Hubris Peak,2445,56.55166667,-130.97333333
Lars Christiansen Peak,1640,-68.78333333,-90.58333333
Dome Argus,4091,-80.36666667,77.35000000
Kioto Mountains,1816,6.10666667,125.57000000
Mt. Discovery,2680,-78.36666667,165.01666667
Hiuchi-yama,2462,36.92250000,138.06666667
Bumhpa Bum,3411,26.67833333,97.23833333
Pegunungan Kumawa,1680,-3.91583333,133.01083333
Nevado Queva,6140,-24.30750000,-66.73333333
Kuh-e Bagh-e Bala,3775,30.56250000,57.16166667
Jibal Raymah,2920,14.68000000,43.65666667
Gunung Patah,2850,-4.25750000,103.30583333
P. 2300,2300,30.23666667,110.57666667
Mt. Taylor,2333,-43.50750000,171.32000000
P. 6135,6135,29.94083333,95.74583333
Cerro Huemules,1910,-45.73583333,-72.44916667
Daisen,1729,35.37083333,133.53916667
G. Stokap,1634,44.83750000,147.34333333
Himalchuli I,7893,28.43416667,84.63750000
Huantsan,6369,-9.51583333,-77.31000000
Qingagssat Qaqit,1782,60.56666667,-44.70000000
Mt. Verne,1632,-67.66666667,-67.50000000
Mush Muztagh,6638,36.04750000,80.11916667
Aggio,3358,7.14916667,36.54416667
Mt. Bolshaya Udina,2920,55.75833333,160.52666667
Volcan las Tres Virgenes,1950,27.47000000,-112.59166667
Fussa V.,1772,50.26750000,155.24750000
Mt. Haddington,1630,-64.21666667,-57.63333333
Camiguin Island HP,1630,9.17833333,124.72666667
Mt. Forbes,3617,51.86000000,-116.93166667
Ainos Oros,1628,38.13722222,20.67277778
Mt. Panie,1628,-20.58833333,164.77083333
Mt. Judge Howay,2262,49.50694444,-122.32166667
Mt. Stuart,2870,47.47500000,-120.90222222
Cordillera Sarmiento,1925,-51.80166667,-73.38416667
Pik Yevgenii Korzhinievskoi,7105,39.05750000,72.00833333
Kuh-e Aq Dagh,3321,37.38583333,48.55000000
Mong Ling Shan,2641,23.33000000,98.87750000
Benjiwo,1953,25.24750000,112.00333333
Sierra de Santa Martha,1690,18.34916667,-94.85750000
Chogolisa I,7668,35.61416667,76.57916667
Udren Zom,7108,36.51722222,71.92083333
Cerro del Tambillo,5680,-32.30416667,-69.68083333
P. 4260,4260,28.95833333,102.93666667
Cerro Roma,3200,-49.96083333,-73.45083333
Jiuling Shan,1790,28.88333333,114.95083333
Blanca Peak,4372,37.57750000,-105.48555556
Phu Xai Lai Leng,2720,19.19750000,104.18166667
Pangpoche I,6620,28.62833333,84.68166667
Pik Agasis,5900,39.01416667,71.50416667
P. 4735,4735,27.25000000,89.70416667
Jebel al Lawz,2580,28.65416667,35.30583333
Khrebet Saltaga-Tas HP,2021,68.35750000,140.07694444
Paishidin,1895,24.92750000,112.99083333
Cordon los Nadis,1780,-47.54250000,-72.94166667
Volcan de Santa Ana,2362,13.85583333,-89.62833333
Mt. McClintock,3490,-80.21666667,157.43333333
Pt. 8517,2596,60.92833333,-142.52388889
Kuh-e Hezar Darreh,3880,31.67500000,51.02833333
Monte Mentolat,1620,-44.69666667,-73.07583333
Victoria Peaks,1709,9.36500000,118.33416667
P. 6086,6086,34.02833333,76.79416667
Mizri Ghar,3111,31.34083333,70.02916667
Tupeq Mtn.,2000,66.57250000,-65.07500000
Mt. Pattullo,2727,56.23388889,-129.65750000
Pk. 09-29,1840,66.15166667,-63.49250000
Mt. Ossa,1617,-41.87083333,146.03333333
Trisul,7120,30.31416667,79.77583333
Mt. Miller,3277,60.46083333,-142.30333333
Qingaq (Storo),1616,64.40000000,-51.11666667
Cerro Mojano,2720,-49.75027778,-73.11416667
Agssaussat,2140,65.88333333,-52.11666667
Panch Chuli,6904,30.21416667,80.42750000
Samdain Kangsang,6590,30.83500000,91.48833333
Fan Si Pan,3143,22.30333333,103.77500000
Mt. Tatlow,3063,51.38416667,-123.86416667
Kloftbjerge,2163,71.33333333,-25.75000000
Shirane-san,2578,36.79833333,139.37416667
Ibapah Peak,3691,39.82805556,-113.91972222
Cerro Penitentes,2943,-47.67500000,-72.25166667
Djebel Chélia,2328,35.31833333,6.63750000
Fengari,1611,40.46166667,25.58750000
Pulau Obi HP,1611,-1.53833333,127.66916667
Bilchhar Dobani,6143,35.95583333,74.63333333
Dapha Bum,4578,27.66083333,96.70000000
/Argun North/,3405,6.55000000,36.72583333
Mt. Tama,2489,-13.78583333,13.17583333
Rao Co,2286,18.15750000,105.41250000
Gora Bakening,2276,53.90416667,158.07000000
Cerro Situacion,2250,-42.95583333,-71.66166667
Vilyuchinsky V.,2173,52.70500000,158.28166667
Seulawah Agam,1810,5.44750000,95.65583333
Carlisle Is. HP,1610,52.89416667,-170.05472222
Kogantag,4800,38.63166667,90.64000000
Kuh-e Rag,3661,31.33666667,50.97166667
Jebel Igdet,3615,30.96333333,-8.44333333
Mt. Timpanogos,3581,40.39083333,-111.64611111
Hudson Bay Mtn.,2589,54.81166667,-127.33972222
Corsan Peak,1934,51.01722222,-126.40611111
Datian Ding,1704,22.29083333,111.21500000
Gora Lopatina,1609,50.85166667,143.14166667
Mt. Fryatt,3361,52.55000000,-117.90000000
Cerro Pili,6046,-23.29250000,-67.61750000
Ejnar Mikkelsen Fjeld,3308,68.88333333,-28.60000000
Bashful Peak,2440,61.30750000,-148.87027778
Moussa Ali,2021,12.47083333,42.40500000
Bharanzar,6574,33.60250000,76.13166667
K/ech/a Terara,4195,7.90833333,39.39166667
Kisimngiuqtuq Peak,1905,70.79916667,-71.65166667
P. 1680,1680,66.11666667,-37.45000000
Gran Campo Nevado,1640,-52.79833333,-73.09250000
/Kabobo/,2725,-5.13750000,29.05166667
Clavering Island HP,1604,74.36666667,-21.18333333
Cerro Risco Plateado,4999,-34.91833333,-69.99416667
Monmouth Mtn.,3182,50.99166667,-123.79000000
Kaimuk Kangri,6953,35.91333333,76.88750000
Cerro Tunupa,5321,-19.83250000,-67.64583333
Kuh-e Namak,2846,28.70083333,53.24916667
Belaya,2731,11.47416667,36.19416667
Mingan Mountains,1901,15.48083333,121.40500000
Mt. Ovington,2949,54.14305556,-120.57416667
Cerro las Capillas,2890,19.55500000,-104.14750000
Cerro Pietrobelli,2850,-50.53500000,-73.35750000
Picachos el Fraile,2390,25.86250000,-100.61166667
Jebel Khadar,2200,22.60833333,59.18666667
Mt. Cleveland,3190,48.92472222,-113.84777778
Karkoor,2120,11.32500000,49.74750000
Mt. Brewster,2025,-72.95000000,169.38333333
Skippers Range HP,1648,-44.43416667,168.17000000
Kawaikini,1598,22.05888889,-159.49750000
Kuh-e Jupar,4150,29.91083333,57.20166667
Loe Nekan,3582,30.26166667,67.30250000
He Devil,2871,45.32388889,-116.54833333
Tevodian,2120,32.86500000,108.37250000
Mt. Maybole,1665,-9.43583333,150.55750000
Jof di Montasio,2752,46.60250000,13.43361111
Gora Cherskogo,2588,55.06000000,108.68500000
Loi Pangnao,2563,21.30333333,100.31333333
Shaman,2363,56.06916667,115.86166667
Yujing Feng,1810,28.90833333,118.06000000
Callejón Cañapa,5900,-21.44833333,-68.07083333
Arc Dome,3588,38.83277778,-117.35277778
Kerkini,2031,41.32166667,23.12194444
Gunung Muria,1602,-6.61666667,110.89083333
Anjouan,1595,-12.21500000,44.42500000
Chaukhamba,7138,30.74750000,79.28750000
Turgen Uul,4029,49.79916667,89.75416667
Qilian Shan HP,5547,39.20333333,98.54416667
Pic Toussidé,3315,21.04000000,16.47000000
Lassen Peak,3187,40.48750000,-121.50416667
Dainiti Dake,2128,37.83250000,139.65916667
Nanda Kot,6861,30.28166667,80.06833333
Mont Mohi,3480,-2.95416667,28.78000000
Mt. Addenbroke,1591,50.23166667,-124.68611111
Cerro Tomasamil,5830,-21.29250000,-67.96750000
Finchuiyanou Range,3580,25.48916667,99.07500000
P. 3400+,3420,17.13250000,-96.01250000
Jabal Sabir,3006,13.51583333,44.05083333
Mt. Piapayungan,2815,7.69083333,124.50750000
Liakoura,2457,38.53583333,22.62416667
Cerro Puno,2200,-47.29750000,-73.11166667
Sillem Island HP,1590,71.00166667,-71.85500000
Gauri Shankar,7135,27.95333333,86.33583333
Cerro Carabaya,5869,-19.14583333,-68.69833333
Mai Gudo,3359,7.49083333,37.20416667
Pakhain Range HP,2780,26.81583333,95.52333333
P. 2519,2519,20.68583333,97.34166667
Estero Peak,1664,50.46194444,-125.18583333
Volcan Sangay,5300,-2.00500000,-78.34083333
Buyu Balease,3016,-2.40583333,120.54250000
Volcan Choshuenco,2422,-39.93166667,-72.03000000
Mulkila,6517,32.54583333,77.41166667
Kolahoi,5425,34.16500000,75.32583333
Kuh-e Mohammadabad,3592,30.58083333,54.86500000
Margaretatopp (Andrees Land),2360,73.36666667,-26.30000000
Pautuut,2010,70.30000000,-52.71666667
Rugged Mtn.,1875,50.01666667,-126.68333333
Agdleruussakasit,1763,60.13333333,-44.53333333
Tulu Tuloi II,1780,0.96000000,-63.34000000
P. 5700,5700,34.90333333,75.83250000
Cerro Jallacate,5567,-11.90583333,-75.05250000
Mt. Deborah,3761,63.63722222,-147.23944444
Cleopatra Needle,1608,10.12333333,118.99416667
Pt. 8336,2541,61.11250000,-153.46944444
Mt. Sicapoo,2361,18.01333333,120.93916667
P. 5170,5170,39.34416667,70.13833333
Mt. Seton - Cy5,2855,50.62361111,-122.26027778
Polinik,2784,46.89500000,13.15805556
Huidu Matabulawa,1964,0.48833333,123.67500000
Durbin Kangri,6824,35.99666667,76.76833333
Boz Dag,2156,38.32333333,28.10250000
Karpogo Sar I,7038,35.92500000,76.17500000
Haizi Shan,5820,30.37916667,101.69916667
Munku Sardyk,3491,51.71916667,100.59750000
Mt. Lemmon,2791,32.44277778,-110.78833333
Pico Pijol,2320,15.17666667,-87.57333333
Puy de Sancy,1885,45.52833333,2.81416667
Monte Cimone,2165,44.19388889,10.70138889
Adelbert Range HP,1716,-4.70250000,145.23166667
Batu Jumak,2250,1.81916667,115.27250000
Abercrombie Mtn.,2228,48.92833333,-117.46000000
Store Lenangstind,1624,69.71027778,20.09055556
Cerro Tebenquicho,5810,-25.35083333,-67.64666667
Nevado de Cumbal,4760,0.95583333,-77.88666667
Volcan Peteroa,4084,-35.27250000,-70.58166667
Cheekha Dar,3611,36.77500000,44.91916667
Volcan Villarrica,2860,-39.42083333,-71.93916667
Barla Dagi,2800,38.05000000,30.70500000
Mt. Baco,2364,12.82083333,121.17333333
P. 1857,1857,24.89250000,111.16666667
P. 5980,5980,34.29222222,75.79083333
Petra Pervogo Range HP,4744,38.97083333,70.66500000
Kaza Mtn.,2543,53.07111111,-121.00888889
Mt. Gareloi,1573,51.78833333,-178.79416667
Volcan de San Vicente,2182,13.59666667,-88.83750000
Kuh-e Ja/in,2980,28.09500000,55.99000000
Meseta del Cerro Jaua,2395,4.56916667,-64.35666667
Bukit Batu,2040,2.25083333,113.71750000
Cerro Bravo,3970,-5.53250000,-79.24500000
Mt. Cronin,2396,54.93000000,-126.86388889
Gunung Saran,1758,-0.42333333,111.29500000
Phnum Samkos,1750,12.15583333,103.04333333
Qullai Arnavad,5992,38.56500000,71.52416667
Tödi,3614,46.81111111,8.91472222
Wuhevi,3095,-0.14250000,29.42416667
Gora Oval/naya Zimina,3080,55.86083333,160.60583333
Chiricahua Peak,2975,31.84666667,-109.29083333
Kiou Leou Ti,2402,22.66166667,104.60250000
Gunung Bintang,1862,5.42916667,100.86666667
Daming Shan,1785,23.38583333,108.50333333
Gunung Sambapolulu,1570,-5.30833333,121.95583333
P. 5858.8,5859,38.26750000,72.71333333
Birkkarspitze,2749,47.41111111,11.43777778
Botev,2376,42.71750000,24.91666667
Basement Peak,2706,59.35500000,-137.16166667
Angemuk,3949,-3.52500000,138.59166667
Pt. 8488,2587,61.49500000,-153.62277778
Huidu Tentolomatinan,2230,0.93833333,121.77666667
Pico Sira,2450,-9.45166667,-74.67833333
Cerro Aguja Sur,2230,-42.16250000,-71.83416667
Pk. 39-18,1721,69.65666667,-69.30833333
P. 5318,5318,41.68944444,78.97500000
Kuh-e Bul,3943,30.77750000,52.75000000
Mali i Çikës,2044,40.19833333,19.64194444
B21,5828,35.53333333,75.47083333
Junkor,5373,34.62250000,76.24583333
Mt. Eddy,2751,41.32000000,-122.47750000
Mawhpung Bum,1874,25.95500000,96.07083333
Kazi Razi,6505,28.19750000,91.86500000
Kispiox Mtn.,2096,55.40000000,-127.93333333
Dzhata,3085,48.63083333,86.83916667
Blaskbjerg,1600,73.30000000,-24.03333333
Gunung Rumput,1590,1.72166667,109.66750000
Gunung Gamkonora,1560,1.37833333,127.53416667
Chomo Yummo,6829,28.03416667,88.54583333
Cerro Paramillo,3730,7.10250000,-75.96916667
Kesis Dagi,3546,39.79250000,39.77083333
Mt. Sylvia,2940,58.08194444,-124.46888889
Cerro de la Paloma,1995,-45.84666667,-72.20916667
Pk. 35-44,1562,70.58000000,-70.72833333
Jethi Bahurani,6850,29.88333333,81.04083333
Beu-tse,6270,29.95250000,90.53833333
Falak Sar,5918,35.67500000,72.78000000
Laotzyunshan,4500,26.88333333,99.61083333
Kuh-e Gereh,3990,31.91000000,50.36500000
Cordon Soler,2150,-47.05333333,-73.06583333
Alto de Nique,1730,7.70166667,-77.72750000
Mt. Wotzke,2597,52.71305556,-120.65083333
Sibium Mtns. HP,2295,-9.32583333,148.35833333
Deyjay,3340,-3.96916667,136.19500000
Mt. Macdonald,2760,64.72500000,-132.77888889
Dalton Range HP,2329,60.47583333,-137.16916667
Kinaussak,1630,64.45000000,-50.51666667
Volcan Tungurahua,5016,-1.47000000,-78.44500000
Mt. Crysdale,2429,55.93833333,-123.42111111
Davraz Tepe,2635,37.75250000,30.72416667
Yaoji Shan,3590,28.97833333,103.26583333
Ellmauer Halt,2344,47.56222222,12.30305556
Menlungtse,7181,27.97250000,86.43166667
Japvo,3014,25.59750000,94.06666667
Vile Peak,2189,56.27111111,-128.34000000
Nevado el Plomo,6070,-33.10333333,-70.06583333
Cerro Colina,5385,-33.96333333,-69.85333333
Riyue Shan HP,4890,36.33750000,101.20083333
Dubbai,3950,12.85833333,39.49666667
Avachinsky V.,2741,53.25583333,158.83666667
Sopka Taunshits,2353,54.52833333,159.80416667
Gaaseland HP,2100,70.20000000,-27.66666667
Gora Bogdan Khmel/nitskiy,1585,45.33750000,147.91916667
Mt. Augusta,4289,60.30527778,-140.46027778
Christian IV Island HP,1549,60.05000000,-43.91666667
Novaya Zemlya HP,1549,75.16666667,57.81666667
Colangüil,6122,-29.58916667,-69.44916667
Killi Tepe,3075,38.02833333,37.48666667
Bulusan Volcano,1565,12.76916667,124.05666667
Bur ni Geureudong,2880,4.81000000,96.81666667
Favres Bjerg,2000,73.95000000,-23.20000000
Hakandya,2615,61.60000000,142.83472222
P. 2995,2995,23.43000000,99.21583333
Ilgaz Daglari,2587,41.10083333,33.86333333
Cerro Conico,2271,-43.26416667,-71.74416667
Pt. 6915,2108,61.32972222,-144.96000000
Kataklik Kangri,6897,34.94000000,78.18250000
Geyik Daglari,2877,36.88916667,32.17250000
Seweweekspoortpiek,2325,-33.39833333,21.36750000
Cerro Chorolque,5520,-20.91833333,-66.03583333
Pico el Turmal,3560,9.52750000,-70.11333333
Grande Tete de l/Obiou,2790,44.77611111,5.84083333
Mt. Kulal,2285,2.72916667,36.92333333
Akher Chioh,7017,36.67250000,72.23166667
Geladaindong,6621,33.49583333,91.16750000
Mt. Bear ,4521,61.28333333,-141.14333333
Baatar Hayrhan,3984,46.96916667,92.72500000
Gunung Daun,2493,-3.39166667,102.34250000
P. 1830,1830,-45.19833333,-72.26333333
Roman-Kosh,1545,44.61305556,34.24333333
Cerro El Pital,2730,14.38583333,-89.12750000
Volcan Iztaccihuatl,5230,19.18083333,-98.64333333
Mt. Temple,3540,51.35083333,-116.20583333
Elivai Malai,2088,10.94000000,76.63250000
Johnstrup Bjerge (Suess Land),2000,73.00000000,-25.53333333
Tsurugi-san,1955,33.85416667,134.09250000
P. 5350±,5350,39.34750000,98.20166667
Kuh-e Denband,2777,31.59250000,57.03333333
Gran Caldera de Luba,2261,3.36083333,8.53916667
Cerro Tenerife,1590,-51.37916667,-72.84916667
Milne V.,1539,46.81333333,151.78500000
Chaupi Orco,6044,-14.65333333,-69.22833333
Volcan Sumaco,3790,-0.54083333,-77.62666667
Volcan de Tequila,2930,20.78750000,-103.84666667
Berzelius Bjerg,1810,72.46666667,-25.06666667
Geli Kuh,2995,28.13916667,61.82666667
Peninsula Videau HP,1580,-48.10416667,-73.38000000
Volcan Miravalles,2028,10.74666667,-85.15000000
Whitecap Mtn.,2918,50.71666667,-122.50944444
Korovin Volcano,1533,52.38027778,-174.16833333
Paramo el Nevado,4250,3.93500000,-74.11000000
Dunn Pk.,2636,51.43666667,-119.95500000
Muhavura,4127,-1.38333333,29.67583333
Mt. Ida,3200,54.05833333,-120.32638889
Kizimen V.,2375,55.13083333,160.32000000
Kuh-e Par-e Lavar,2209,27.19416667,54.53916667
Huangmao Jian,1930,27.89333333,119.18666667
Baojie Ling,1930,25.55916667,110.96166667
Burnag Kangri,6821,35.85916667,76.83416667
Pik Grandiozniyy,2891,53.89333333,96.00750000
Karenga,2279,-7.68666667,36.88083333
Mt. Monkley,1967,54.88333333,-129.65000000
Buzbu Too,2875,41.49500000,71.89250000
Karakash Shan,6510,35.72250000,78.68750000
Langtang Lirung,7227,28.25750000,85.51583333
The Horn,2907,52.32000000,-126.23666667
Miller Peak,2885,31.39277778,-110.29305556
Cerro Desfiladero,2300,-47.42583333,-73.18750000
Dund Sayhni Nuru,2825,43.63583333,103.77083333
Maja e Valamares,2373,40.79472222,20.46666667
Gora Bogchigir,5800,37.66666667,72.70833333
Volcan Lonquimay,2865,-38.38083333,-71.58666667
Mt. Labo,1544,14.01333333,122.78750000
Gasherbrum II,8034,35.75833333,76.65333333
Mt. Tod,2155,50.91666667,-119.94166667
P. 5704,5704,30.26750000,101.96083333
Cuchilla San Lorenzo,2866,11.11666667,-74.03333333
Cima Tosa,3173,46.15527778,10.87055556
Qingliang Feng,1787,30.10083333,118.86166667
P. 6842,6842,30.34250000,93.91500000
Hochtor,2369,47.56166667,14.63277778
Cerro Atravesado,2310,16.76333333,-94.45166667
Isla Wellington HP,1520,-49.32083333,-74.50250000
Cerro Imbabura,4634,0.26083333,-78.18083333
Cerro Photulo Punta,4284,-19.54166667,-64.66000000
Grey Hunter Peak,2214,63.13583333,-135.63250000
Sarektjåkkå,2089,67.43194444,17.72500000
Tres Quebradas,6239,-27.30000000,-68.80833333
Mt. Shungol,2752,-6.86333333,146.71583333
Volcan Minchinmavida,2450,-42.79916667,-72.44583333
Grimming,2351,47.52055556,14.01694444
Montaña los Comayagua,2407,14.49500000,-87.50833333
Grand Combin de Grafeneire,4314,45.93750000,7.29916667
Pelister,2601,41.00361111,21.18666667
Mt. Morning,2725,-78.51666667,163.58333333
Inyangani,2592,-18.30000000,32.84166667
Gataga Peak,2533,58.06972222,-125.70111111
Cerro de Incahuasi,6621,-27.03333333,-68.29583333
La Tournette,2351,45.82722222,6.28638889
Psili Korifi,1589,38.75888889,20.99555556
Togras Kangri,6447,36.69000000,77.73416667
Kuh-e Soltan Saheb,4270,34.14916667,69.41583333
Tres Hermanos,2010,-44.07111111,-72.01694444
Chung Muztagh,6962,35.65166667,82.31250000
P. 5840±,5840,29.39833333,94.90083333
Kamakou,1512,21.10666667,-156.86861111
Alto de la Bandera,2842,18.81416667,-70.62666667
Mt. Taraka,2251,-6.44333333,155.60916667
Guna Terara,4120,11.71083333,38.23666667
Kuh-e Menar,3750,32.56833333,49.56333333
Kuh-e Nozva,3730,35.94250000,53.32500000
K/ech/a Terara,3240,5.82083333,37.83916667
Kuh-e Raziyeh,3120,31.12583333,50.27583333
Moro de Moco,2620,-12.46333333,15.17250000
Arga-Tas HP,2400,65.21472222,149.08000000
Angna Mtn.,1710,66.55750000,-62.02083333
Nevado Champara,5735,-8.68500000,-77.79083333
Akbaba Tepesi,3457,39.53666667,39.54250000
Kuh-e Patu,3070,37.03333333,57.90000000
Kennedy Peak,2703,23.31750000,93.76166667
Khrebet Baldyrgannyg HP,2522,52.58000000,94.27000000
Volcan Concepcion,1611,11.53833333,-85.62250000
Hkusam Mtn.,1645,50.33333333,-125.83333333
Sierra de Sangra,2200,-48.46916667,-72.39166667
Cerro Cuatro Puntas,1810,-45.57916667,-72.33000000
Monte Burney,1520,-52.32500000,-73.38000000
Lenglong Ling HP,5254,37.69333333,101.50500000
Mt. Joffre,3433,50.52833333,-115.20666667
Cerro Castillejos,2480,-26.06583333,-64.89166667
Sierra de Agalta,2335,14.95750000,-85.91666667
Tai Shan,1545,36.25583333,117.10750000
Hajhir,1505,12.57416667,54.02083333
Doda,6573,33.67416667,76.30500000
Piz Kesch,3418,46.62138889,9.87277778
Uludag Tepe,2543,40.07500000,29.21666667
Kotaklik Shan,6580,35.99416667,81.59250000
Mt. Moriah,3678,39.27333333,-114.19861111
Chiltan,3313,30.01555556,66.82805556
Ambition Mtn.,2953,57.39472222,-131.48527778
Kuh-e Sefid,4750,33.66166667,67.62583333
Gara Muleta,3405,9.25666667,41.72916667
Yanyanpo,2990,23.36166667,103.90666667
Kalatungan Mountains,2880,7.95500000,124.80250000
Zirbitzkogel,2396,47.06361111,14.56722222
Robertson Peak,2252,49.64583333,-122.25027778
Mt. Van der Est,1801,50.55666667,-125.28305556
Gora Boboiob,3770,40.84916667,70.34333333
Mt. Ng/iro,2848,2.19166667,36.81583333
Khrebet Udokan HP,2570,56.67083333,119.12666667
Pico Malpaso,1501,27.72888889,-18.04055556
Qaidam Shan,5759,38.03833333,95.32416667
P. 3938,3938,-86.30000000,158.00000000
Kiyamaki Dagh,3358,38.78583333,45.85666667
Cerros Santa Elena,2390,18.67333333,-102.50333333
Sierra Gomas,2210,26.30750000,-100.46583333
Cerro el Cerron,2100,10.32250000,-70.63083333
Kitlope Range HP,1945,53.03777778,-127.64138889
